Immoweb code,Locality,Type of Property,Subtype of property,Price,Type of sale,No_of_rooms,area,Kitchen type,Furnished ,Fireplace ,Terrace,Garden,Facades,Swimming pool,Building condition
8813635,2800,House,House,"€399,000",for sale,4,193,Hyper equipped,0,0,36,0,0,0,0
8918446,9060,House,House,"€180,000",for sale,3,130,Installed,0,0,0,0,0,0,0
8704693,1950,House,House,"€770,000",for sale,4,250,USA installed,0,0,0,0,3,0,As new
8946730,8850,House,House,"€330,000",for sale,3,175,Hyper equipped,0,0,0,Yes,4,0,As new
8281170,1950,House,House,"€770,000",for sale,4,250,USA hyper equipped,0,0,0,0,3,0,As new
8794629,4170,House,House,"€135,000",for sale,3,0,0,0,0,0,0,3,0,0
8796629,4170,House,House,"€230,000",for sale,3,0,Installed,0,0,0,0,4,0,Good
8946711,4620,House,House,"€229,000",for sale,3,135,Installed,0,0,35,0,0,0,As new
8946716,4350,House,House,"€294,000",for sale,3,162,Hyper equipped,0,0,0,500,3,0,As new
8946532,4820,House,House,"€85,000",for sale,3,127,Semi equipped,0,0,0,0,0,0,Good
8946701,9971,House,House,"€449,000",for sale,5,0,Installed,0,0,0,Yes,0,0,Good
8946697,3600,House,House,"Reserve price : €75,000",for sale,3,0,0,0,0,0,0,0,0,0
8946695,7380,House,House,"€80,000",for sale,2,0,Installed,0,0,0,0,0,0,0
8946690,2870,House,House,"€459,000",for sale,4,184,Hyper equipped,0,0,0,Yes,4,0,Good
8946668,7870,House,House,"€140,000",for sale,3,180,0,0,0,0,0,0,0,0
8946663,7390,House,House,"€79,000",for sale,2,89,Installed,0,0,0,0,0,0,0
8911558,1390,House,House,"€275,000",for sale,2,95,0,0,0,0,0,0,0,0
8946656,7100,House,House,"€170,000",for sale,2,0,0,0,0,0,0,0,0,0
8946655,6031,House,House,"€119,000",for sale,3,109,Installed,0,0,0,0,0,0,Good
8946653,7141,House,House,"€149,000",for sale,2,144,Semi equipped,0,0,0,0,2,0,Good
8946646,5670,House,House,"€159,000",for sale,3,175,Semi equipped,0,0,0,591,3,0,Good
8774111,9170,House,House,"€262,800",for sale,3,220,Installed,0,0,0,98,2,0,As new
8946641,4040,House,House,"€215,000",for sale,3,125,Installed,0,0,0,160,2,0,As new
8946640,2870,House,House,"Reserve price : €100,000",for sale,2,0,0,0,0,0,0,4,0,To renovate
8946639,6030,House,House,"€40,000",for sale,2,0,0,0,0,0,0,0,0,To restore
8946638,7170,House,House,"Reserve price : €150,000",for sale,3,125,Installed,0,0,0,0,0,0,0
8946637,6560,House,House,"€125,000",for sale,2,115,Installed,0,0,0,0,0,0,0
8784078,7120,House,House,"€140,000",for sale,3,110,Installed,0,0,0,0,0,0,0
8946631,6040,House,House,"€69,000",for sale,2,0,Semi equipped,0,0,0,0,0,0,0
8946628,9900,House,House,"€335,000",for sale,4,340,Installed,0,0,20,300,2,0,As new
8777912,8430,House,House,"€295,504",for sale,3,0,Hyper equipped,0,0,0,0,0,0,As new
8946614,9000,House,House,"€710,000",for sale,4,227,Hyper equipped,0,0,Yes,100,0,0,Just renovated
8946607,9450,House,House,"€390,000",for sale,4,250,Installed,0,0,22,Yes,3,0,Good
8946616,4300,House,House,"€25,000 + €1,482/month",for sale,3,326,USA installed,0,0,Yes,0,4,0,Good
8946610,6043,House,House,"€220,000",for sale,3,135,Hyper equipped,0,0,3,100,0,0,0
8946606,2290,House,House,"€339,000",for sale,4,0,Installed,0,0,0,0,4,0,Good
8946600,8530,House,House,"€235,000",for sale,3,0,0,0,0,0,0,0,0,0
8820580,9600,House,House,"€219,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8946599,7800,House,House,"€100,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8946594,1140,House,House,"€369,000",for sale,5,140,Installed,0,0,0,24,0,0,0
8946567,6240,House,House,"€75,000",for sale,2,130,Installed,0,0,0,0,0,0,0
8946582,4800,House,House,"€262,500",for sale,4,170,Semi equipped,0,0,24,150,3,0,As new
8946560,4260,House,House,"€249,756",for sale,4,168,0,0,0,0,0,0,0,0
8921398,1325,House,House,"€580,000",for sale,5,350,0,0,0,0,0,0,0,0
8946571,4180,House,House,"€260,000",for sale,2,0,0,0,0,0,Yes,4,0,Good
8946565,4460,House,House,"€235,000",for sale,2,135,Installed,0,0,0,0,3,0,As new
8946551,9042,House,House,"€385,000",for sale,3,115,Installed,0,0,South,Yes,4,0,0
8706924,2870,House,House,"€254,000",for sale,3,168,Not installed,0,0,0,195,4,0,0
8946557,9660,House,House,"€308,000",for sale,3,0,0,0,0,0,0,3,0,As new
8946554,4020,House,House,"€120,000",for sale,2,0,Installed,0,0,0,0,0,0,Just renovated
8946548,1332,House,House,"€260,000",for sale,2,152,Not installed,0,0,0,Yes,3,0,0
8946547,6001,House,House,"€120,000",for sale,3,0,0,0,0,0,0,0,0,0
8946546,3950,House,House,"€335,000",for sale,3,187,Installed,0,0,0,0,4,0,Good
8946530,1400,House,House,"€325,000",for sale,5,320,Semi equipped,0,0,0,0,0,0,Good
8946486,2530,House,House,"€300,000",for sale,3,100,0,0,0,North West,0,3,0,0
8946521,5031,House,House,"€420,000",for sale,4,350,Not installed,0,0,0,2300,4,0,To restore
8946508,7332,House,House,"€149,000",for sale,3,99,0,0,0,0,0,3,0,To restore
8907121,9000,House,House,"€650,000",for sale,2,212,Installed,0,0,100,0,2,0,Good
8946462,5660,House,House,"€150,000",for sale,3,110,0,0,0,0,Yes,0,0,0
8807077,8510,House,House,"€135,000",for sale,3,100,Semi equipped,0,0,0,0,0,0,0
8946493,5575,House,House,"€120,000",for sale,3,106,Semi equipped,0,0,0,0,3,0,Good
8934318,2260,House,House,"€430,000",for sale,4,223,Installed,0,0,Yes,Yes,4,0,Just renovated
8924944,4900,House,House,"€332,500",for sale,3,139,Hyper equipped,0,0,0,0,2,0,As new
8926130,6500,House,House,"€85,000",for sale,5,134,0,0,0,North West,120,0,0,To renovate
8946458,3600,House,House,"€315,000",for sale,4,259,Not installed,0,0,0,Yes,3,0,Good
8946483,6020,House,House,"Reserve price : €40,000",for sale,3,0,0,0,0,0,0,0,0,0
8946482,9981,House,House,"Reserve price : €340,000",for sale,4,0,0,0,0,0,0,0,0,0
8946480,9981,House,House,"Reserve price : €315,000",for sale,4,0,0,0,0,0,0,0,0,0
8882311,3550,House,House,"€299,000",for sale,4,150,Installed,0,0,Yes,Yes,4,0,Just renovated
8945583,9160,House,House,"€417,000",for sale,3,174,Installed,0,0,24,529,3,0,Just renovated
8946474,1830,House,House,"Reserve price : €190,000",for sale,4,0,Installed,0,0,0,0,0,0,0
8868294,8600,House,House,"€198,000",for sale,3,0,Installed,0,0,0,Yes,0,0,As new
8946087,7012,House,House,"€159,000",for sale,2,95,0,0,0,0,300,0,0,0
8946456,1420,House,House,"€395,000",for sale,7,270,Installed,0,0,0,325,2,0,0
8946449,2220,House,House,"€269,000",for sale,2,110,Semi equipped,0,0,0,590,4,0,To be done up
8946448,2220,House,House,"€220,000",for sale,4,174,Installed,0,0,0,0,4,0,To renovate
8946445,6840,House,House,"€139,000",for sale,2,270,Not installed,0,0,0,0,4,0,To renovate
8946442,1850,House,House,"€395,000",for sale,3,160,Hyper equipped,0,0,0,0,2,0,Good
8946439,2290,House,House,"€399,000",for sale,3,165,0,0,0,0,0,4,0,To renovate
8946433,1830,House,House,"€410,000",for sale,4,215,0,0,0,0,170,2,0,Good
8946432,1495,House,House,"€375,000",for sale,4,180,USA hyper equipped,0,0,0,0,3,0,As new
8946414,6044,House,House,"€119,000",for sale,4,175,Semi equipped,0,0,0,0,0,0,To renovate
8946412,6040,House,House,"€129,000",for sale,2,203,Installed,0,0,0,0,0,0,To be done up
8946411,3630,House,House,"€315,000",for sale,4,0,0,0,0,0,0,4,0,Good
8946409,3560,House,House,"€390,000",for sale,7,240,USA hyper equipped,0,0,0,0,4,0,Good
8946408,3770,House,House,"€399,000",for sale,3,202,Hyper equipped,0,0,0,0,0,0,Good
8946407,1800,House,House,"€320,000",for sale,3,0,Installed,0,0,0,0,2,0,Good
8946403,3460,House,House,"€250,000",for sale,3,158,Semi equipped,0,0,0,Yes,0,0,To renovate
8946402,4460,House,House,"€220,000",for sale,4,211,Semi equipped,0,0,0,583,4,0,Good
8946400,7190,House,House,"€380,000",for sale,4,260,Semi equipped,0,0,0,4250,0,0,To be done up
8946399,7190,House,House,"€280,000",for sale,2,170,Semi equipped,0,0,0,1500,4,0,To be done up
8946392,2890,House,House,"€490,000",for sale,4,244,0,0,0,0,0,3,0,0
8795437,9190,House,House,"€290,000",for sale,2,140,Installed,0,0,0,0,4,0,Good
8946353,3111,House,House,"€390,000",for sale,4,220,Installed,0,0,0,250,3,0,Good
8946352,2100,House,House,"€369,000",for sale,3,220,Installed,0,0,0,30,2,0,As new
8946348,2610,House,House,"€219,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8946341,1500,House,House,"€199,000",for sale,4,115,Semi equipped,0,0,0,0,0,0,Good
8946336,3300,House,House,"€199,000",for sale,2,143,0,0,0,0,58,2,0,As new
8746368,1790,House,House,"€193,000",for sale,1,0,Installed,0,0,0,0,0,0,To be done up
8946335,1410,House,House,"€285,000",for sale,2,130,Installed,0,0,0,0,2,0,To renovate
8946328,9930,House,House,"€449,000",for sale,3,210,0,0,0,0,Yes,0,0,0
8946323,9620,House,House,"€279,000",for sale,2,142,0,0,0,0,Yes,0,0,As new
8946316,6110,House,House,"€208,000",for sale,4,150,Hyper equipped,0,0,0,0,0,0,0
8946306,2020,House,House,"€335,000",for sale,3,170,Installed,0,0,15,80,2,0,Good
8946281,8790,House,House,"€275,000",for sale,3,117,Installed,0,0,8,66,3,0,Just renovated
8946292,1970,House,House,"€580,000",for sale,2,140,Installed,0,0,0,400,4,0,Good
8946282,3500,House,House,"€329,000",for sale,3,160,Hyper equipped,0,0,Yes,Yes,0,0,As new
8946266,3212,House,House,"€449,000",for sale,3,150,Hyper equipped,0,0,65,Yes,4,0,0
8946260,5101,House,House,"€480,000",for sale,6,230,Installed,0,0,18,Yes,4,0,Good
8830032,4970,House,House,"€200,000",for sale,3,220,Installed,0,0,0,0,0,0,Just renovated
8946249,6120,House,House,"€230,000",for sale,3,178,Installed,0,0,0,0,4,0,0
8946245,8433,House,House,"€305,000",for sale,3,0,Installed,0,0,0,Yes,0,0,Good
8946237,7333,House,House,"€110,000",for sale,3,90,Installed,0,0,Yes,Yes,0,0,Good
8946231,9000,House,House,"€330,000",for sale,4,180,Installed,0,0,0,0,0,0,Good
8946223,9150,House,House,"€390,000",for sale,3,165,Installed,0,0,0,0,3,0,As new
8946207,6001,House,House,"€135,000",for sale,2,0,Installed,0,0,0,0,0,0,Just renovated
8943469,1400,House,House,"€275,000",for sale,3,122,Installed,0,0,0,0,0,0,0
8946209,9041,House,House,"€295,000",for sale,2,160,Installed,0,0,0,0,0,0,As new
8946208,3220,House,House,"€450,000",for sale,3,230,Installed,0,0,25,Yes,4,0,Good
8946201,9000,House,House,"€320,000",for sale,3,196,Hyper equipped,0,0,0,18,0,0,As new
8946195,1745,House,House,"€375,000",for sale,3,385,Hyper equipped,0,0,20,390,3,0,As new
8946189,2630,House,House,"€329,000",for sale,2,175,Installed,0,0,0,102,2,0,Just renovated
8946187,3300,House,House,"€350,000",for sale,7,264,0,0,0,0,0,2,0,To be done up
8946172,9050,House,House,"€275,000",for sale,2,98,0,0,0,0,0,0,0,0
8946170,1080,House,House,"€172,500",for sale,1,56,Semi equipped,0,0,0,0,0,0,As new
8946163,6060,House,House,"€160,000",for sale,2,102,Installed,0,0,0,450,0,0,0
8946148,9800,House,House,"€372,000",for sale,3,210,Hyper equipped,0,0,0,100,3,0,As new
8946118,3320,House,House,"€399,000",for sale,4,245,Hyper equipped,0,0,0,0,0,0,As new
8946105,3400,House,House,"€415,000",for sale,4,300,Installed,0,0,Yes,Yes,3,0,As new
8946107,9900,House,House,"€278,000",for sale,3,156,Installed,0,0,12,40,0,0,As new
8946104,6040,House,House,"€180,000",for sale,3,176,Installed,0,0,0,0,3,0,Good
8946090,9320,House,House,"€329,000",for sale,4,240,Installed,0,0,15,30,3,0,Good
8946097,1471,House,House,"€190,000",for sale,3,142,0,0,0,0,0,0,0,To renovate
8946089,6061,House,House,"€115,000",for sale,3,235,0,0,0,0,0,0,0,To renovate
8946083,8580,House,House,"€339,000",for sale,3,190,Installed,0,0,20,300,3,0,As new
8946080,2280,House,House,"€442,000",for sale,3,205,Hyper equipped,0,0,120,1000,4,0,As new
8946073,4845,House,House,"€243,000",for sale,3,152,Not installed,0,0,11,Yes,2,0,As new
8946074,1620,House,House,"€399,000",for sale,3,140,Installed,0,0,0,0,0,0,Just renovated
8946062,2620,House,House,"€325,000",for sale,3,0,Installed,0,0,0,0,3,0,Just renovated
8946064,4300,House,House,"€205,000",for sale,3,140,Installed,0,0,25,0,0,0,Good
8946057,9040,House,House,"€338,000",for sale,3,150,0,0,0,Yes,55,0,0,0
8906491,2800,House,House,"€310,000",for sale,4,160,0,0,0,0,0,0,0,0
8945897,2830,House,House,"€345,000",for sale,5,0,Semi equipped,0,0,0,75,1,0,To be done up
8922246,2930,House,House,"€468,000",for sale,2,135,Installed,0,0,34,144,3,0,Just renovated
8946028,9290,House,House,"€275,000",for sale,2,135,Installed,0,0,South East,70,3,0,Good
8946041,8000,House,House,"€248,000",for sale,2,78,0,0,0,0,0,0,0,Good
8945950,3520,House,House,"€275,000",for sale,3,137,0,0,0,Yes,0,0,0,Just renovated
8946032,8570,House,House,"€355,000",for sale,3,130,Installed,0,0,0,0,3,0,Good
8946003,7866,House,House,"€275,000",for sale,3,0,0,0,0,0,0,0,0,Good
8945999,3900,House,House,"€289,000",for sale,3,140,Installed,0,0,0,Yes,3,0,0
8945554,2140,House,House,"€317,000",for sale,3,140,Installed,0,0,10,65,0,0,Just renovated
8813512,3472,House,House,"€390,000",for sale,5,276,Hyper equipped,0,0,0,Yes,4,0,Just renovated
8945980,1440,House,House,"€199,000",for sale,2,150,Semi equipped,0,0,0,60,0,0,0
8945968,9000,House,House,"€265,000",for sale,4,105,0,0,0,0,0,0,0,Good
8945964,8860,House,House,"€215,000",for sale,3,181,Installed,0,0,0,0,0,0,Good
8945963,8800,House,House,"€738,000",for sale,7,787,Installed,0,0,0,Yes,4,0,To be done up
8945960,8400,House,House,"€335,000",for sale,3,0,Installed,0,0,0,Yes,2,0,As new
8945959,8400,House,House,"€325,000",for sale,3,200,Installed,0,0,0,0,0,0,Good
8945892,7390,House,House,"€360,000",for sale,4,245,USA hyper equipped,0,0,0,0,0,0,As new
8945949,2430,House,House,"€349,000",for sale,4,312,Installed,0,0,36,Yes,4,0,As new
8945935,5520,House,House,"€445,000",for sale,4,380,Hyper equipped,0,0,0,Yes,4,0,As new
8945930,1030,House,House,"€881,000",for sale,5,290,Hyper equipped,0,0,16,220,0,0,Good
8945907,7033,House,House,"€125,000",for sale,2,94,Not installed,0,0,14,143,3,0,Good
8945912,9090,House,House,"€445,000",for sale,4,210,0,0,0,22,Yes,2,0,As new
8945911,2640,House,House,"€459,000",for sale,3,160,Hyper equipped,0,0,0,0,0,0,As new
8945894,6536,House,House,"€55,000",for sale,3,0,0,0,0,0,0,0,0,0
8945882,5150,House,House,"€480,000",for sale,6,350,Semi equipped,0,0,0,0,4,0,Good
8945873,9820,House,House,"€350,000",for sale,4,200,Installed,0,0,0,0,0,0,Good
8945879,7531,House,House,"€550,000",for sale,5,190,USA installed,0,0,0,0,0,0,Good
8918597,6890,House,House,"€835,000",for sale,7,750,Installed,0,0,20,2000,4,0,0
8945869,4000,House,House,"€289,000",for sale,4,150,Hyper equipped,0,0,15,150,3,0,Good
8945870,2440,House,House,"€319,000",for sale,3,130,Installed,0,0,20,Yes,0,0,Good
8884277,2547,House,House,"€339,000",for sale,4,150,Installed,0,0,15,315,0,0,Good
8945853,8500,House,House,"€214,000",for sale,3,162,Installed,0,0,Yes,Yes,0,0,Good
8945850,8380,House,House,"€385,000",for sale,5,210,Installed,0,0,Yes,Yes,3,0,As new
8945825,9820,House,House,"€329,000",for sale,3,210,0,0,0,18,280,2,0,0
8879231,9620,House,House,"€305,000",for sale,3,160,Installed,0,0,0,0,0,0,Good
8945832,9060,House,House,"€199,000",for sale,2,202,Installed,0,0,0,125,0,0,Just renovated
8945827,9470,House,House,"€275,000",for sale,4,160,Installed,0,0,Yes,500,3,0,Good
8945828,5190,House,House,"€250,000",for sale,3,140,Installed,0,0,Yes,Yes,4,0,0
8945822,3190,House,House,"€395,000",for sale,3,137,Installed,0,0,60,Yes,3,0,Just renovated
8945818,2620,House,House,"€273,000",for sale,3,132,Installed,0,0,0,100,0,0,0
8945812,9470,House,House,"€349,000",for sale,5,240,Not installed,0,0,0,78,2,0,0
8945807,7810,House,House,"€180,000",for sale,2,265,0,0,0,0,0,0,0,Good
8945804,1360,House,House,"€350,000",for sale,4,215,Hyper equipped,0,0,0,800,2,0,As new
8945800,9790,House,House,"€379,000",for sale,3,150,Installed,0,0,0,0,3,0,Good
8945797,9000,House,House,"€439,000",for sale,3,173,0,0,0,0,Yes,4,0,Good
8945794,2018,House,House,"€385,000",for sale,3,120,Installed,0,0,0,0,2,0,Just renovated
8945767,9506,House,House,"€199,000",for sale,3,150,Installed,0,0,0,Yes,0,0,As new
8759136,8930,House,House,"€190,000",for sale,4,300,0,0,0,0,0,0,0,0
8945752,9960,House,House,"€559,900",for sale,3,385,0,0,0,0,0,0,0,As new
8945744,8020,House,House,"€390,000",for sale,4,220,Installed,0,0,0,Yes,0,0,Good
8945743,8000,House,House,"€680,000",for sale,5,250,Installed,0,0,0,Yes,0,0,As new
8945740,8820,House,House,"€279,000",for sale,3,204,0,0,0,0,0,0,0,Good
8806196,3890,House,House,"€199,000",for sale,3,268,0,0,0,0,430,0,0,Good
8599246,8000,House,House,"€998,000",for sale,2,0,0,0,0,0,0,0,0,0
8823993,7140,House,House,"€250,000",for sale,5,0,0,0,0,0,0,0,0,0
8945726,3630,House,House,"€195,000",for sale,3,150,0,0,0,0,0,0,0,0
8945722,9900,House,House,"€199,000",for sale,4,180,0,0,0,0,0,0,0,To renovate
8945721,9900,House,House,"€199,000",for sale,3,110,0,0,0,0,0,0,0,0
8945720,9280,House,House,"€429,000",for sale,4,200,0,0,0,0,0,0,0,As new
8945715,8300,House,House,"€2,485,000",for sale,4,266,0,0,0,0,Yes,3,0,0
8945713,3800,House,House,"€169,000",for sale,3,127,Installed,0,0,0,0,0,0,As new
8945710,7340,House,House,"€130,000",for sale,3,105,Not installed,0,0,0,0,0,0,Good
8945708,2580,House,House,"€425,000",for sale,2,190,Hyper equipped,0,0,0,Yes,0,0,As new
8945703,8890,House,House,"€110,000",for sale,2,0,0,0,0,0,0,0,0,0
8945700,8200,House,House,"€339,000",for sale,3,166,Installed,0,0,0,Yes,0,0,As new
8945688,9700,House,House,"€275,000",for sale,3,160,0,0,0,0,0,0,0,0
8945672,9300,House,House,"€215,000",for sale,3,165,Installed,0,0,0,175,0,0,Good
8799929,9320,House,House,"€280,000",for sale,2,196,Hyper equipped,0,0,0,0,0,0,As new
8945667,1640,House,House,"€379,000",for sale,3,165,Installed,0,0,0,0,3,0,Good
8945650,3130,House,House,"€299,000",for sale,3,340,0,0,0,0,0,0,0,0
8945648,3130,House,House,"€299,000",for sale,3,340,0,0,0,0,0,0,0,0
8945646,2820,House,House,"€538,000",for sale,6,350,0,0,0,0,0,0,0,0
8945613,8930,House,House,"€259,000",for sale,3,130,Hyper equipped,0,0,Yes,Yes,0,0,0
8945610,2610,House,House,"€455,000",for sale,4,218,Installed,0,0,0,121,2,0,Just renovated
8844017,9630,House,House,"€340,000",for sale,3,0,0,0,0,Yes,0,0,0,To be done up
8945601,2845,House,House,"€320,000",for sale,4,155,Installed,0,0,42,0,2,0,As new
8945602,2840,House,House,"€299,000",for sale,2,115,USA installed,0,0,0,0,3,0,Just renovated
8945596,9820,House,House,"€419,000",for sale,3,170,Installed,0,0,0,Yes,3,0,0
8945590,8300,House,House,"€1,395,000",for sale,4,188,0,0,0,0,58,2,0,As new
8945576,1083,House,House,"€345,000",for sale,3,132,Installed,0,0,0,0,0,0,Good
8945585,1150,House,House,"€885,000",for sale,6,225,USA hyper equipped,0,0,0,40,2,0,As new
8945575,2170,House,House,"€295,000",for sale,2,132,Installed,0,0,0,0,0,0,0
8945573,2880,House,House,"€469,000",for sale,4,170,Hyper equipped,0,0,0,0,4,0,0
8945570,1500,House,House,"€699,000",for sale,3,268,0,0,0,0,0,0,0,0
8945561,2620,House,House,"€440,000",for sale,3,144,Installed,0,0,0,0,3,0,To be done up
8945567,2400,House,House,"€299,000",for sale,4,161,Installed,0,0,0,0,0,0,0
8945565,8570,House,House,"€355,000",for sale,3,130,Installed,0,0,0,0,3,0,Good
8876616,9100,House,House,"€199,000",for sale,3,135,USA installed,0,0,0,75,2,0,To be done up
8945548,2930,House,House,"€250,000",for sale,3,125,0,0,0,0,Yes,0,0,To renovate
8944120,9000,House,House,"€415,000",for sale,3,150,Hyper equipped,0,0,0,30,2,0,As new
8945526,9690,House,House,"€195,000",for sale,3,0,Installed,0,0,0,Yes,2,0,Good
8945525,8580,House,House,"€279,000",for sale,3,0,Installed,0,0,0,Yes,3,0,Good
8945523,2100,House,House,"Reserve price : €305,000",for sale,4,0,Installed,0,0,0,0,0,0,0
8945510,2400,House,House,"€349,500",for sale,6,220,Installed,0,0,20,Yes,0,0,As new
8945484,8300,House,House,"€379,000",for sale,5,165,0,0,0,0,0,0,0,0
8945488,1350,House,House,"€150,000",for sale,2,120,0,0,0,0,0,0,0,To renovate
8945483,2940,House,House,"€379,000",for sale,3,200,Installed,0,0,40,160,3,0,Good
8945481,8300,House,House,"€775,000",for sale,3,160,Hyper equipped,0,0,Yes,Yes,0,0,0
8945470,2310,House,House,"€415,000",for sale,4,0,Hyper equipped,0,0,0,0,3,0,Good
8945465,1310,House,House,"€420,000",for sale,5,150,0,0,0,0,0,2,0,0
8945447,2140,House,House,"€310,000",for sale,2,154,Installed,0,0,0,0,1,0,Just renovated
8945450,8510,House,House,"€295,000",for sale,2,150,Installed,0,0,Yes,877,3,0,Good
8945436,2630,House,House,"€449,000",for sale,3,152,USA installed,0,0,0,0,3,0,0
8945423,1300,House,House,"€150,000",for sale,4,100,Installed,0,0,12,0,4,0,To renovate
8945429,8000,House,House,"€535,000",for sale,2,0,Installed,0,0,0,0,0,0,As new
