Immoweb code,Locality,Type of Property,Subtype of property,Price,Type of sale,No_of_rooms,area,Kitchen type,Furnished ,Fireplace ,Terrace,Garden,Facades,Swimming pool,Building condition
8940284,4800,Apartment,Apartment,"€114,000",for sale,2,79,0,0,0,0,0,0,0,Good
8940275,8370,Apartment,Apartment,"€195,000",for sale,1,60,Installed,0,0,0,0,0,0,0
8940263,3500,Apartment,Apartment,"€695,000",for sale,2,157,0,0,0,0,0,0,0,0
8901486,9910,Apartment,Apartment,"€195,000",for sale,1,70,Installed,0,0,0,Yes,0,0,As new
8901485,9910,Apartment,Apartment,"€275,000",for sale,3,104,Installed,0,0,0,0,0,0,As new
8940255,2018,Apartment,Apartment,"€990,000",for sale,3,300,Hyper equipped,0,0,0,0,2,0,As new
8940253,2100,Apartment,Apartment,"€345,000",for sale,3,115,USA installed,0,0,0,Yes,0,0,As new
8940252,2600,Apartment,Apartment,"€990,000",for sale,3,300,Hyper equipped,0,0,0,0,2,0,As new
8940207,9140,Apartment,Apartment,"€169,000",for sale,2,124,0,0,0,0,Yes,0,0,0
8940191,9300,Apartment,Apartment,"€205,000",for sale,2,91,Installed,0,0,0,Yes,0,0,As new
8940180,2470,Apartment,Apartment,"€169,000",for sale,2,80,0,0,0,0,0,0,0,0
8940151,1070,Apartment,Apartment,"€207,000",for sale,1,65,Hyper equipped,0,0,0,0,0,0,0
8940150,9032,Apartment,Apartment,"€275,000",for sale,2,100,Installed,0,0,0,Yes,0,0,0
8940148,2018,Apartment,Apartment,"€650,000",for sale,5,250,Installed,0,0,0,Yes,0,0,0
8940147,2610,Apartment,Apartment,"€165,000",for sale,2,95,Installed,0,0,0,0,0,0,To be done up
8940144,9620,Apartment,Apartment,"€178,000",for sale,2,84,Installed,0,0,0,0,0,0,0
8940140,9032,Apartment,Apartment,"€345,000",for sale,2,92,0,0,0,0,0,0,0,0
8940139,9032,Apartment,Apartment,"€199,000",for sale,1,59,0,0,0,0,0,0,0,0
8940133,9100,Apartment,Apartment,"€199,000",for sale,4,0,0,0,0,0,0,0,0,0
8940131,9800,Apartment,Apartment,"€269,000",for sale,2,91,0,0,0,0,Yes,0,0,As new
8940099,9000,Apartment,Apartment,"€315,000",for sale,1,63,0,0,0,0,0,0,0,0
8611876,2000,Apartment,Apartment,"€425,000",for sale,4,200,0,0,0,0,0,0,0,0
8940041,9340,Apartment,Apartment,"€279,000",for sale,3,119,0,0,0,0,86,0,0,0
8940040,9340,Apartment,Apartment,"€209,000",for sale,2,89,0,0,0,0,0,0,0,0
8940039,9340,Apartment,Apartment,"€215,000",for sale,2,82,0,0,0,0,0,0,0,0
8940038,9340,Apartment,Apartment,"€259,000",for sale,2,101,0,0,0,0,0,0,0,0
8940037,8790,Apartment,Apartment,"€390,000",for sale,2,0,0,0,0,0,0,0,0,0
8940036,2440,Apartment,Apartment,"€209,500",for sale,1,65,0,0,0,0,Yes,0,0,0
8940027,2970,Apartment,Apartment,"€339,000",for sale,1,80,0,0,0,0,65,0,0,As new
8899613,1000,Apartment,Apartment,"€465,000",for sale,1,80,Hyper equipped,0,0,0,0,0,0,As new
8834107,9820,Apartment,Apartment,"€310,000",for sale,2,107,0,0,0,0,Yes,0,0,Just renovated
8940012,8800,Apartment,Apartment,"€147,000",for sale,1,0,0,0,0,0,0,0,0,0
8939999,8530,Apartment,Apartment,"€165,000",for sale,3,0,0,0,0,0,Yes,0,0,As new
8939985,8400,Apartment,Apartment,"€580,000",for sale,3,105,USA installed,0,0,0,0,0,0,0
8939983,2520,Apartment,Apartment,"€249,000",for sale,3,0,0,0,0,0,Yes,0,0,As new
8939950,1050,Apartment,Apartment,"€410,000",for sale,3,150,Not installed,0,0,0,0,0,0,0
8939941,5100,Apartment,Apartment,,for sale,3,110,Installed,0,0,0,0,3,0,0
8939935,9600,Apartment,Apartment,"€218,000",for sale,2,105,0,0,0,0,102,0,0,Good
8939931,2000,Apartment,Apartment,"€289,000",for sale,2,82,Installed,0,0,0,0,0,0,0
8939927,2018,Apartment,Apartment,"€990,000",for sale,3,290,Installed,0,0,0,0,0,0,0
8939903,4800,Apartment,Apartment,"€89,000",for sale,2,71,0,0,0,0,0,2,0,Good
8939679,2018,Apartment,Apartment,"€370,000",for sale,3,135,Installed,0,0,0,0,0,0,As new
8833956,2000,Apartment,Apartment,"€825,000",for sale,3,225,Installed,0,0,0,0,2,0,Good
8939863,1040,Apartment,Apartment,"€350,000",for sale,1,65,0,0,0,0,0,0,0,Good
8871599,2018,Apartment,Apartment,"€269,000",for sale,3,115,Installed,0,0,0,0,0,0,Good
8939858,6041,Apartment,Apartment,"€190,000",for sale,2,0,Hyper equipped,0,0,Yes,0,0,0,As new
8939852,8420,Apartment,Apartment,"€149,000",for sale,1,36,0,0,0,0,0,0,0,Good
8939850,2140,Apartment,Apartment,"€235,000",for sale,2,75,Semi equipped,0,0,0,0,2,0,0
8939824,1060,Apartment,Apartment,"€640,000",for sale,3,150,Installed,0,0,70,0,0,0,Good
8939835,8660,Apartment,Apartment,"€430,000",for sale,3,130,Installed,0,0,0,0,0,0,As new
8787997,8900,Apartment,Apartment,"€205,000",for sale,2,90,0,0,0,0,0,2,0,To be done up
8939817,9041,Apartment,Apartment,"€299,000",for sale,2,105,Installed,0,0,0,100,2,0,As new
8939812,1500,Apartment,Apartment,"€329,000",for sale,2,140,Installed,0,0,0,0,2,0,0
8939789,1160,Apartment,Apartment,"€385,000",for sale,2,95,0,0,0,0,0,0,0,0
8939761,8970,Apartment,Apartment,"€189,000",for sale,2,77,Installed,0,0,0,0,0,0,As new
8939760,8970,Apartment,Apartment,"€192,000",for sale,2,79,Installed,0,0,0,0,0,0,As new
8879790,1060,Apartment,Apartment,"€400,000",for sale,2,111,USA hyper equipped,0,0,0,0,2,0,As new
8939731,2440,Apartment,Apartment,"€226,800",for sale,2,86,Hyper equipped,0,0,Yes,0,0,0,Good
8818494,1120,Apartment,Apartment,"€215,000",for sale,2,80,Hyper equipped,0,0,18,0,0,0,As new
8939711,2880,Apartment,Apartment,"€274,000",for sale,2,95,Installed,0,0,0,0,0,0,0
8939703,4624,Apartment,Apartment,"€119,000",for sale,3,0,Installed,0,0,0,0,3,0,0
8939693,2100,Apartment,Apartment,"€159,000",for sale,1,70,Installed,0,0,0,0,0,0,As new
8939685,1080,Apartment,Apartment,"€195,000",for sale,2,95,Semi equipped,0,0,0,0,0,0,Good
8939678,4219,Apartment,Apartment,"€229,000",for sale,1,77,0,0,0,0,Yes,0,0,0
8939677,4219,Apartment,Apartment,"€261,000",for sale,2,93,0,0,0,0,0,0,0,0
8939652,5060,Apartment,Apartment,"€220,000",for sale,1,60,USA semi equipped,0,0,0,0,2,0,Good
8939663,2860,Apartment,Apartment,"€228,000",for sale,2,100,Installed,0,0,0,0,3,0,Good
8939637,1040,Apartment,Apartment,"€235,000",for sale,1,60,Installed,0,0,0,0,0,0,0
8939640,1400,Apartment,Apartment,"€245,000",for sale,3,102,Semi equipped,0,0,0,0,2,0,0
8939639,1300,Apartment,Apartment,"€245,000",for sale,2,88,Installed,0,0,0,0,2,0,0
8939630,2000,Apartment,Apartment,"€299,000",for sale,3,90,0,0,0,0,0,2,0,Good
8939628,1040,Apartment,Apartment,"€320,000",for sale,2,84,Installed,0,0,0,0,0,0,Good
8939611,1070,Apartment,Apartment,"€145,000",for sale,1,50,Semi equipped,0,0,0,0,0,0,Good
8939602,8400,Apartment,Apartment,"€136,900",for sale,1,0,0,0,0,0,0,0,0,0
8939591,1420,Apartment,Apartment,"€240,000",for sale,2,80,0,0,0,4,0,2,0,0
8939568,8970,Apartment,Apartment,"€180,000",for sale,2,90,Installed,0,0,33,0,0,0,0
8939548,8660,Apartment,Apartment,"€355,000",for sale,2,85,Installed,0,0,3,0,0,0,As new
8939544,4900,Apartment,Apartment,"€99,000",for sale,1,69,Installed,0,0,0,0,0,0,Good
8939542,8370,Apartment,Apartment,"€310,000",for sale,2,83,Hyper equipped,0,0,6,0,0,0,0
8939541,8370,Apartment,Apartment,"€310,000",for sale,2,83,Hyper equipped,0,0,6,0,0,0,0
8939537,4000,Apartment,Apartment,"€209,000",for sale,2,97,Installed,0,0,0,0,2,0,As new
8939517,8300,Apartment,Apartment,"€620,000",for sale,3,120,0,0,0,0,0,0,0,As new
8939508,9100,Apartment,Apartment,"€349,500",for sale,2,0,Installed,0,0,0,0,3,0,Good
8939501,9160,Apartment,Apartment,"€254,900",for sale,3,127,Installed,0,0,0,0,0,0,0
8939500,9100,Apartment,Apartment,"€276,400",for sale,2,93,Installed,0,0,0,0,2,0,0
8939496,9100,Apartment,Apartment,"€208,900",for sale,2,94,Installed,0,0,0,0,2,0,0
8939489,2100,Apartment,Apartment,"€244,500",for sale,3,108,Installed,0,0,0,0,4,0,Good
8939480,1930,Apartment,Apartment,"€269,000",for sale,4,145,0,0,0,0,0,0,0,To renovate
8939440,3200,Apartment,Apartment,"€145,000",for sale,2,75,Semi equipped,0,0,0,0,3,0,Good
8939426,1800,Apartment,Apartment,"€195,000",for sale,2,77,0,0,0,0,0,0,0,0
8939423,2440,Apartment,Apartment,"€350,000",for sale,2,330,Installed,0,0,0,0,0,0,Good
8939398,1190,Apartment,Apartment,"€315,000",for sale,1,75,Installed,0,0,0,0,0,0,0
8939394,3200,Apartment,Apartment,"€195,000",for sale,2,95,Semi equipped,0,0,0,0,3,0,Good
8939387,2100,Apartment,Apartment,"€195,000",for sale,2,123,0,0,0,0,0,0,0,0
8939358,9700,Apartment,Apartment,"€248,000",for sale,2,98,0,0,0,0,0,3,0,Good
8833129,1348,Apartment,Apartment,"€490,050",for sale,2,137,0,0,0,0,0,2,0,As new
8833128,1348,Apartment,Apartment,"€551,956",for sale,3,154,0,0,0,0,0,3,0,As new
8896483,1190,Apartment,Apartment,"€415,000",for sale,3,140,Hyper equipped,0,0,0,0,2,0,Good
8831028,1180,Apartment,Apartment,"€575,000",for sale,3,195,Hyper equipped,0,0,0,0,0,0,To be done up
8841000,1050,Apartment,Apartment,"€275,000",for sale,2,75,Installed,0,0,0,0,0,0,Good
8939365,1180,Apartment,Apartment,"€272,500",for sale,2,88,USA hyper equipped,0,0,0,0,4,0,0
8939364,1180,Apartment,Apartment,"€254,500",for sale,2,84,USA hyper equipped,0,0,0,0,4,0,0
8939363,1180,Apartment,Apartment,"€254,500",for sale,2,84,USA hyper equipped,0,0,0,0,4,0,0
8939354,9000,Apartment,Apartment,"€330,000",for sale,2,97,Installed,0,0,2,0,3,0,Good
8939349,9000,Apartment,Apartment,"€229,000",for sale,1,70,Installed,0,0,0,0,0,0,To be done up
8770001,6800,Apartment,Apartment,"€115,000",for sale,2,80,Installed,0,0,0,0,0,0,0
8770000,6800,Apartment,Apartment,"€105,000",for sale,2,55,Installed,0,0,0,0,0,0,0
8939337,1000,Apartment,Apartment,"€231,500",for sale,2,90,Installed,0,0,7,0,0,0,0
8939332,8793,Apartment,Apartment,"€259,000",for sale,3,95,Installed,0,0,0,0,4,0,As new
8939329,8670,Apartment,Apartment,"€350,000",for sale,3,117,Installed,0,0,0,0,0,0,0
8939305,8620,Apartment,Apartment,"€549,000",for sale,2,80,Installed,0,0,0,0,0,0,Good
8939326,2600,Apartment,Apartment,"€224,000",for sale,2,96,Installed,0,0,0,0,0,0,0
8863457,2170,Apartment,Apartment,"€169,000",for sale,2,100,Installed,0,0,0,0,2,0,To renovate
8939306,1020,Apartment,Apartment,"€195,000",for sale,2,100,Semi equipped,0,0,0,0,0,0,To be done up
8939249,2000,Apartment,Apartment,"€287,000",for sale,1,75,Hyper equipped,0,0,0,0,0,0,Good
8939281,7890,Apartment,Apartment,"€183,000",for sale,2,95,Not installed,0,0,0,0,0,0,0
8939236,4500,Apartment,Apartment,"€220,000",for sale,3,135,Installed,0,0,0,0,0,0,To renovate
8939194,1081,Apartment,Apartment,"€199,000",for sale,2,100,Semi equipped,0,0,0,0,2,0,To be done up
8846264,1500,Apartment,Apartment,"€324,000",for sale,3,130,Installed,0,0,0,0,2,0,Good
8939182,2600,Apartment,Apartment,"€189,000",for sale,2,77,Semi equipped,0,0,0,0,0,0,Good
8881119,2260,Apartment,Apartment,"€238,000",for sale,2,82,0,0,0,North West,0,3,0,As new
8780215,9220,Apartment,Apartment,"€205,000",for sale,3,108,Installed,0,0,0,0,2,0,Good
8650173,7860,Apartment,Apartment,"€280,000",for sale,2,104,Hyper equipped,0,0,0,0,0,0,As new
8939145,1040,Apartment,Apartment,"€275,000",for sale,1,80,Semi equipped,0,0,0,0,0,0,0
8939159,1930,Apartment,Apartment,"€329,000",for sale,3,0,0,0,0,0,0,0,0,0
8939155,1500,Apartment,Apartment,"€189,000",for sale,2,97,0,0,0,0,0,0,0,0
8939152,2060,Apartment,Apartment,"€189,000",for sale,2,66,Installed,0,0,0,0,0,0,0
8939151,2060,Apartment,Apartment,"€199,000",for sale,2,66,Installed,0,0,0,0,0,0,0
8939142,7500,Apartment,Apartment,"€149,000",for sale,2,70,0,0,0,0,0,0,0,0
8939134,1930,Apartment,Apartment,"€295,000",for sale,2,0,0,0,0,0,0,0,0,0
8939133,1930,Apartment,Apartment,"€299,000",for sale,2,0,0,0,0,0,0,0,0,0
8749783,9400,Apartment,Apartment,"€399,000",for sale,2,110,Installed,0,0,0,0,0,0,As new
8939125,1040,Apartment,Apartment,"€170,000",for sale,1,55,Installed,0,0,0,0,0,0,0
8939122,1030,Apartment,Apartment,"€270,000",for sale,2,115,Installed,0,0,0,0,0,0,0
8939119,3010,Apartment,Apartment,,for sale,2,0,Installed,0,0,0,0,0,0,As new
8939113,6700,Apartment,Apartment,"€250,000",for sale,1,80,Installed,0,0,0,0,0,0,Good
8939106,2018,Apartment,Apartment,"€259,000",for sale,1,83,Installed,0,0,0,0,2,0,Good
8939102,2870,Apartment,Apartment,"€198,500",for sale,1,94,Installed,0,0,0,0,2,0,Good
8939097,2600,Apartment,Apartment,"€389,500",for sale,4,166,Semi equipped,0,0,0,0,0,0,Good
8902293,2170,Apartment,Apartment,"€209,000",for sale,2,85,Installed,0,0,0,0,0,0,Good
8939086,6060,Apartment,Apartment,"€110,000",for sale,2,95,Installed,0,0,Yes,0,0,0,Just renovated
8939091,7000,Apartment,Apartment,"€109,000",for sale,1,50,Installed,0,0,0,0,0,0,0
8939078,1083,Apartment,Apartment,"€165,000",for sale,1,50,Hyper equipped,0,0,0,0,0,0,0
8939077,1300,Apartment,Apartment,"€199,000",for sale,2,83,0,0,0,0,0,0,0,0
8939067,3500,Apartment,Apartment,"€159,000",for sale,1,49,Installed,0,0,0,0,0,0,0
8939058,1348,Apartment,Apartment,"€511,931",for sale,2,127,0,0,0,0,0,0,0,As new
8939054,1030,Apartment,Apartment,"€399,000",for sale,3,160,Hyper equipped,0,0,0,0,0,0,0
8881511,8200,Apartment,Apartment,"€209,000",for sale,3,103,0,0,0,0,0,0,0,0
8939045,8820,Apartment,Apartment,"€350,000",for sale,2,114,Installed,0,0,0,0,2,0,0
8915914,8500,Apartment,Apartment,"€139,500",for sale,2,86,Installed,0,0,8,0,0,0,Good
8939038,9051,Apartment,Apartment,"€236,250",for sale,1,61,Installed,0,0,0,Yes,4,0,Good
8939037,9051,Apartment,Apartment,"€328,500",for sale,2,88,Installed,0,0,0,Yes,4,0,Good
8939036,9051,Apartment,Apartment,"€439,825",for sale,3,113,Installed,0,0,0,Yes,4,0,Good
8939035,9051,Apartment,Apartment,"€542,800",for sale,3,119,Installed,0,0,0,Yes,4,0,Good
8939020,8400,Apartment,Apartment,"€169,000",for sale,1,71,Installed,0,0,0,0,0,0,Good
8939017,1040,Apartment,Apartment,"€340,000",for sale,1,70,Hyper equipped,0,0,0,0,0,0,0
8938998,9120,Apartment,Apartment,"€225,000",for sale,2,76,Installed,0,0,0,0,0,0,Good
8938861,4800,Apartment,Apartment,"€135,000",for sale,3,106,Installed,0,0,Yes,0,0,0,0
8938995,1348,Apartment,Apartment,"€591,955",for sale,3,153,0,0,0,0,0,0,0,As new
8938978,1300,Apartment,Apartment,"€210,000",for sale,2,77,Installed,0,0,12,0,4,0,0
8938959,4000,Apartment,Apartment,"€255,000",for sale,3,103,USA installed,0,0,0,0,3,0,Good
8938931,1348,Apartment,Apartment,"€920,523",for sale,3,211,0,0,0,0,0,4,0,As new
8938927,1050,Apartment,Apartment,"€750,000",for sale,2,165,Hyper equipped,0,0,0,0,0,0,Good
8938918,1348,Apartment,Apartment,"€583,955",for sale,3,153,0,0,0,0,0,4,0,As new
8938913,2060,Apartment,Apartment,"€199,000",for sale,2,66,USA hyper equipped,0,0,0,0,0,0,As new
8938906,1180,Apartment,Apartment,"€315,000",for sale,2,80,0,0,0,0,Yes,0,0,To renovate
8938905,1200,Apartment,Apartment,"€455,000",for sale,3,146,Installed,0,0,0,0,2,0,As new
8938903,3500,Apartment,Apartment,"€421,000",for sale,2,109,0,0,0,0,0,0,0,0
8938859,2018,Apartment,Apartment,"€685,000",for sale,2,152,Hyper equipped,0,0,45,0,0,0,Just renovated
8938894,1130,Apartment,Apartment,"€345,000",for sale,2,100,Installed,0,0,0,110,2,0,0
8938893,1130,Apartment,Apartment,"€345,000",for sale,2,100,Installed,0,0,0,120,2,0,0
8938876,3500,Apartment,Apartment,"€324,000",for sale,2,103,0,0,0,0,0,0,0,0
8938875,7090,Apartment,Apartment,"€299,950",for sale,3,174,USA installed,0,0,0,0,3,0,0
8938871,8434,Apartment,Apartment,"€195,000",for sale,2,69,0,0,0,0,0,0,0,0
8938852,1853,Apartment,Apartment,"€235,000",for sale,3,125,0,0,0,0,0,4,0,0
8938851,1030,Apartment,Apartment,"€210,000",for sale,2,70,Hyper equipped,0,0,0,0,0,0,Good
8938838,8620,Apartment,Apartment,"€490,000",for sale,2,0,0,0,0,0,0,0,0,0
8882955,1030,Apartment,Apartment,"€235,000",for sale,2,70,Installed,0,0,0,0,0,0,Good
8933177,2180,Apartment,Apartment,"€220,000",for sale,2,95,USA installed,0,0,0,0,3,0,Good
8938807,2018,Apartment,Apartment,"Reserve price : €120,000",for sale,2,0,0,0,0,0,0,0,0,0
8852820,1000,Apartment,Apartment,"€399,000",for sale,2,90,Installed,0,0,0,0,0,0,0
8938770,1050,Apartment,Apartment,"€850,000",for sale,2,227,USA hyper equipped,0,0,0,90,0,0,As new
8938750,6880,Apartment,Apartment,"€235,000",for sale,2,90,0,0,0,0,0,0,0,0
8938742,1030,Apartment,Apartment,"€195,000",for sale,2,75,0,0,0,0,0,0,0,0
8725099,4500,Apartment,Apartment,"€229,500",for sale,3,230,Installed,0,0,0,0,0,0,To be done up
8932226,1040,Apartment,Apartment,"€439,000",for sale,3,120,Installed,0,0,0,160,0,0,Just renovated
8938709,5300,Apartment,Apartment,"Reserve price : €140,000",for sale,3,93,0,0,0,0,0,0,0,0
8938701,1083,Apartment,Apartment,"€180,000",for sale,1,55,Installed,0,0,0,0,0,0,0
8938692,1200,Apartment,Apartment,"€420,000",for sale,2,110,USA hyper equipped,0,0,0,0,0,0,0
8938695,4020,Apartment,Apartment,"€110,000",for sale,1,45,0,0,0,0,0,0,0,0
8937638,2140,Apartment,Apartment,"€165,000",for sale,2,86,Installed,0,0,0,0,0,0,0
8908148,2018,Apartment,Apartment,"€230,000",for sale,1,67,Hyper equipped,0,0,0,0,0,0,As new
8938665,4300,Apartment,Apartment,"€201,700",for sale,2,85,Not installed,0,0,0,0,0,0,As new
8900824,2060,Apartment,Apartment,"€235,000",for sale,1,78,USA installed,0,0,10,0,0,0,0
8938637,2600,Apartment,Apartment,"€249,500",for sale,1,65,Hyper equipped,0,0,0,0,0,0,Just renovated
8938584,1030,Apartment,Apartment,"€345,000",for sale,2,125,Semi equipped,0,0,0,0,0,0,Good
8938570,2000,Apartment,Apartment,"€275,000",for sale,2,90,Hyper equipped,0,0,0,0,0,0,Good
8938569,2000,Apartment,Apartment,"€325,000",for sale,2,140,Hyper equipped,0,0,0,0,0,0,Good
8938567,1082,Apartment,Apartment,"€215,000",for sale,2,88,Not installed,0,0,0,0,0,0,To renovate
8938543,8300,Apartment,Apartment,"€445,000",for sale,1,66,Hyper equipped,0,0,0,0,0,0,0
8938539,1020,Apartment,Apartment,"€165,000",for sale,1,90,Semi equipped,0,0,0,0,0,0,To be done up
8938537,1070,Apartment,Apartment,"€160,000",for sale,2,80,Semi equipped,0,0,0,0,0,0,To be done up
8938528,2550,Apartment,Apartment,"€289,000",for sale,3,143,USA installed,0,0,0,0,3,0,Good
8938524,2100,Apartment,Apartment,"€199,900",for sale,2,90,Hyper equipped,0,0,0,0,2,0,Good
8938519,7000,Apartment,Apartment,"€141,500",for sale,1,61,Installed,0,0,0,0,2,0,As new
8938509,1780,Apartment,Apartment,"€319,000",for sale,3,120,Semi equipped,0,0,0,0,2,0,0
8938495,1410,Apartment,Apartment,"€230,000",for sale,1,52,USA installed,0,0,0,0,0,0,Good
8938467,2300,Apartment,Apartment,"€245,000",for sale,2,100,Installed,0,0,0,0,0,0,0
8938442,2100,Apartment,Apartment,"€67,500",for sale,1,27,0,0,0,0,0,0,0,0
8925880,6032,Apartment,Apartment,"€139,900",for sale,2,70,Installed,0,0,0,0,2,0,As new
8790399,6060,Apartment,Apartment,"€80,000",for sale,2,82,Not installed,0,0,0,0,2,0,To renovate
8938413,2018,Apartment,Apartment,"€359,000",for sale,1,68,0,0,0,0,0,0,0,As new
8938412,2018,Apartment,Apartment,"€395,000",for sale,2,99,0,0,0,0,0,0,0,As new
8938411,2018,Apartment,Apartment,"€389,000",for sale,2,99,Installed,0,0,0,0,0,0,As new
8938410,2018,Apartment,Apartment,"€385,000",for sale,2,99,0,0,0,0,0,0,0,As new
8938409,2018,Apartment,Apartment,"€385,000",for sale,2,99,0,0,0,0,0,0,0,As new
8938407,2018,Apartment,Apartment,"€399,000",for sale,2,99,0,0,0,0,0,0,0,As new
8938405,8300,Apartment,Apartment,"€1,175,000",for sale,3,135,0,0,0,0,1,2,0,As new
8938404,8300,Apartment,Apartment,"€2,975,000",for sale,3,0,0,0,0,0,0,2,0,As new
8938400,8300,Apartment,Apartment,"€1,495,000",for sale,3,140,0,0,0,0,0,2,0,As new
8754011,1180,Apartment,Apartment,"€2,250,000",for sale,3,280,USA hyper equipped,0,0,0,0,0,0,As new
8938386,1210,Apartment,Apartment,"€315,000",for sale,2,80,Installed,0,0,0,0,2,0,Good
8855400,4460,Apartment,Apartment,"€260,000",for sale,3,191,Installed,0,0,0,0,2,0,As new
8831525,2020,Apartment,Apartment,"€249,000",for sale,3,121,USA hyper equipped,0,0,0,0,3,0,As new
8938355,1180,Apartment,Apartment,"€745,000",for sale,3,200,Hyper equipped,0,0,0,0,3,0,As new
8938345,1348,Apartment,Apartment,"€463,774",for sale,2,138,0,0,0,0,0,0,0,As new
8855189,2600,Apartment,Apartment,"€165,000",for sale,2,75,Semi equipped,0,0,0,0,0,0,0
8938324,2440,Apartment,Apartment,"€179,000",for sale,1,68,Installed,0,0,0,0,0,0,0
8938322,3000,Apartment,Apartment,"€325,000",for sale,2,84,Installed,0,0,0,0,2,0,To be done up
8938320,9160,Apartment,Apartment,"€1,523,350",for sale,1,65,USA installed,0,0,0,0,2,0,0
8909619,1160,Apartment,Apartment,"€365,000",for sale,2,87,Hyper equipped,0,0,0,0,0,0,As new
8938311,1060,Apartment,Apartment,"€675,000",for sale,2,185,Hyper equipped,0,0,0,0,0,0,As new
8938292,1140,Apartment,Apartment,"€199,000",for sale,2,92,Hyper equipped,0,0,0,0,0,0,To renovate
8938289,3500,Apartment,Apartment,"€235,500",for sale,2,93,0,0,0,0,0,0,0,0
8938288,3500,Apartment,Apartment,"€235,000",for sale,2,92,0,0,0,0,0,0,0,0
8938286,3500,Apartment,Apartment,"€240,250",for sale,2,93,0,0,0,0,0,0,0,0
8938284,3500,Apartment,Apartment,"€246,500",for sale,2,95,0,0,0,0,0,0,0,0
8938276,1020,Apartment,Apartment,"€135,000",for sale,1,60,USA semi equipped,0,0,0,0,0,0,Good
8938247,1190,Apartment,Apartment,"€260,000",for sale,1,80,Semi equipped,0,0,0,0,0,0,0
8938246,1190,Apartment,Apartment,"€255,000",for sale,3,105,0,0,0,0,0,0,0,Good
8938245,4630,Apartment,Apartment,"€180,000",for sale,2,120,Installed,0,0,0,0,2,0,Good
8938236,1180,Apartment,Apartment,"€525,000",for sale,2,125,Installed,0,0,0,0,2,0,As new
8846633,4000,Apartment,Apartment,"€145,000",for sale,2,68,Semi equipped,0,0,0,0,0,0,Good
8938229,8300,Apartment,Apartment,"€1,275,000",for sale,2,91,USA hyper equipped,0,0,0,0,3,0,As new
8938225,1082,Apartment,Apartment,"€249,000",for sale,2,105,Semi equipped,0,0,0,0,2,0,Good
8938211,1150,Apartment,Apartment,"€655,000",for sale,3,195,Installed,0,0,0,0,2,0,As new
8938206,2000,Apartment,Apartment,"€325,000",for sale,2,106,0,0,0,0,0,0,0,Good
8938204,1650,Apartment,Apartment,"€210,000",for sale,2,100,0,0,0,0,0,0,0,Good
8938200,3500,Apartment,Apartment,"€245,000",for sale,3,100,0,0,0,0,0,0,0,Good
8938196,9050,Apartment,Apartment,"€282,500",for sale,2,128,0,0,0,0,0,0,0,0
8938184,8750,Apartment,Apartment,"€238,000",for sale,3,130,0,0,0,0,0,0,0,Good
8938180,2100,Apartment,Apartment,"€179,900",for sale,2,60,0,0,0,0,0,0,0,Just renovated
8919010,2100,Apartment,Apartment,"€249,900",for sale,3,112,0,0,0,0,0,0,0,As new
8938176,8420,Apartment,Apartment,"€219,000",for sale,3,78,0,0,0,0,0,2,0,Good
8938175,2610,Apartment,Apartment,"€349,000",for sale,3,106,Hyper equipped,0,0,0,0,0,0,Good
8938170,2250,Apartment,Apartment,"€210,000",for sale,2,72,0,0,0,0,0,0,0,Good
8938168,4620,Apartment,Apartment,"€159,000",for sale,2,81,Installed,0,0,0,0,0,0,Just renovated
8938157,1030,Apartment,Apartment,"€295,000",for sale,1,110,0,0,0,0,0,0,0,To be done up
8695477,1970,Apartment,Apartment,"€310,000",for sale,2,90,Installed,0,0,0,0,2,0,As new
8938133,8400,Apartment,Apartment,"€380,000",for sale,2,100,Hyper equipped,0,0,Yes,0,0,0,As new
8938130,1083,Apartment,Apartment,"€155,000",for sale,2,80,Semi equipped,0,0,0,0,0,0,To renovate
8938115,9200,Apartment,Apartment,"€275,000",for sale,2,90,Hyper equipped,0,0,0,0,0,0,0
8938110,2970,Apartment,Apartment,"€275,000",for sale,2,0,Installed,0,0,0,0,0,0,0
8938086,8500,Apartment,Apartment,"€210,000",for sale,2,88,0,0,0,0,0,0,0,As new
8938085,8500,Apartment,Apartment,"€215,000",for sale,2,92,0,0,0,0,0,0,0,As new
8938083,8500,Apartment,Apartment,"€200,000",for sale,2,84,0,0,0,0,0,0,0,As new
8938082,8560,Apartment,Apartment,"€230,000",for sale,2,96,Installed,0,0,0,0,0,0,0
8938081,8560,Apartment,Apartment,"€207,000",for sale,2,85,Installed,0,0,0,0,0,0,0
8938080,8560,Apartment,Apartment,"€204,000",for sale,2,82,Installed,0,0,0,0,0,0,0
8938078,8560,Apartment,Apartment,"€207,000",for sale,2,85,Installed,0,0,0,0,0,0,0
8938076,8560,Apartment,Apartment,"€208,000",for sale,2,85,0,0,0,0,0,0,0,0
8938066,3800,Apartment,Apartment,"€845,000",for sale,3,330,Installed,0,0,0,0,0,0,0
8938059,9620,Apartment,Apartment,"€275,000",for sale,2,85,0,0,0,0,0,0,0,0
8938057,8000,Apartment,Apartment,"€248,000",for sale,2,107,Installed,0,0,0,Yes,0,0,0
8775433,8760,Apartment,Apartment,"€210,000",for sale,2,102,0,0,0,0,0,0,0,As new
8903729,8670,Apartment,Apartment,"€150,000",for sale,1,0,0,0,0,0,0,0,0,0
