Locality,type of property,price,area,building state,rooms,facades,kitchen type,garden,fireplace,swimming pool
4100,Apartment,149000€,Not specified,To be done up,2,1,Not specified,0,0,0
8434,Apartment,124500€,37 m²,Just renovated,1,1,Hyper equipped,0,0,0
1180,Apartment,815000€,243 m²,Good,3,2,Hyper equipped,0,0,0
7860,Apartment,150000€,83 m²,Not specified,2,2,USA hyper equipped,0,0,0
8370,Apartment,395000€,109 m²,As new,3,4,Installed,0,0,0
Not specified,Apartment,299000€,110 m²,Not specified,2,3,Installed,0,0,0
1150,Apartment,295000€,45 m²,Good,1,2,Hyper equipped,0,0,0
Not specified,Apartment,580000€,134 m²,As new,2,3,Hyper equipped,0,0,0
Not specified,Apartment,199000€,100 m²,Good,2,2,Installed,0,0,0
8301,Apartment,449000€,87 m²,As new,3,2,Installed,0,0,0
8301,Apartment,97500€,Not specified,Good,1,2,Not specified,0,0,0
2200,Apartment,239000€,100 m²,Good,3,3,Installed,0,0,0
2018,Apartment,295000€,114 m²,Just renovated,3,2,Not specified,0,0,0
1081,Apartment,199000€,85 m²,To be done up,2,2,Installed,0,0,0
2660,Apartment,165000€,73 m²,Just renovated,1,2,Installed,0,0,0
2660,Apartment,165000€,73 m²,Just renovated,1,2,Installed,0,0,0
2020,Apartment,224000€,90 m²,As new,2,2,Not specified,0,0,0
7800,Apartment,330000€,137 m²,Not specified,3,4,Installed,0,0,0
Not specified,Apartment,475000€,175 m²,Just renovated,3,2,USA hyper equipped,0,0,0
Not specified,Apartment,499000€,140 m²,Good,2,2,Not specified,0,0,0
2500,Apartment,215000€,80 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,275000€,85 m²,To renovate,2,2,Not installed,0,0,0
Not specified,Apartment,299000€,140 m²,To renovate,3,2,Not installed,0,0,0
2000,Apartment,210000€,65 m²,Good,1,3,Installed,0,0,0
2950,Apartment,247000€,125 m²,Good,2,3,Installed,0,0,0
2170,Apartment,179900€,95 m²,Just renovated,2,3,Installed,0,0,0
2100,Apartment,189000€,100 m²,Just renovated,3,2,Installed,0,0,0
2170,Apartment,165000€,85 m²,Good,2,2,Semi equipped,0,0,0
Not specified,Apartment,233000€,100 m²,Not specified,2,2,Installed,0,0,0
9900,Apartment,219500€,92 m²,Not specified,2,4,Installed,0,0,0
8430,Apartment,165500€,79 m²,To be done up,2,2,Semi equipped,0,0,0
8450,Apartment,156000€,45 m²,Good,2,2,Installed,0,0,0
8450,Apartment,210000€,127 m²,Good,3,2,Not specified,0,0,0
2650,Apartment,215000€,98 m²,Good,3,2,Installed,0,0,0
8660,Apartment,275000€,95 m²,Good,3,2,Installed,0,0,0
8400,Apartment,285000€,87 m²,As new,2,4,Installed,0,0,0
2100,Apartment,249500€,120 m²,As new,3,2,Installed,0,0,0
Not specified,Apartment,320000€,99 m²,Not specified,3,4,Installed,0,0,0
Not specified,Apartment,385000€,105 m²,As new,2,2,Hyper equipped,0,0,0
Not specified,Apartment,269000€,87 m²,Good,2,2,Installed,0,0,0
4020,Apartment,162500€,90 m²,To renovate,2,2,Hyper equipped,0,0,0
1400,Apartment,364000€,93 m²,As new,2,2,Hyper equipped,0,0,0
8740,Apartment,299500€,154 m²,As new,3,2,Installed,0,0,0
7860,Apartment,190000€,159 m²,As new,4,2,USA hyper equipped,0,0,0
1082,Apartment,180000€,85 m²,Not specified,2,2,Not specified,0,0,0
1540,Apartment,Reserve price : 91000€,Not specified,Not specified,3,2,Not specified,0,0,0
9280,Apartment,139000€,68 m²,Good,1,2,Installed,0,0,0
1000,Apartment,174000€,39 m²,Good,Not specified,4,Installed,0,0,0
Not specified,Apartment,219000€,92 m²,Not specified,2,2,Installed,0,0,0
1853,Apartment,219000€,85 m²,Not specified,2,3,Installed,0,0,0
6120,Apartment,160000€,120 m²,As new,3,2,Semi equipped,0,0,0
0201,Apartment,239000€,84 m²,Good,2,1,Installed,0,0,0
Not specified,Apartment,285000€,85 m²,Good,2,2,Not specified,0,0,0
1060,Apartment,269000€,82 m²,Good,2,2,USA semi equipped,0,0,0
2140,Apartment,149000€,57 m²,Good,1,2,Installed,0,0,0
2000,Apartment,530000€,175 m²,As new,3,3,Not specified,0,0,0
Not specified,Apartment,1250000€,179 m²,As new,3,2,Not specified,0,0,0
Not specified,Apartment,995000€,190 m²,As new,3,3,Hyper equipped,0,0,0
2300,Apartment,195000€,112 m²,Good,2,3,Semi equipped,0,0,0
Not specified,Apartment,1395000€,105 m²,As new,2,2,Not specified,0,0,0
8300,Apartment,690000€,125 m²,As new,2,2,Not specified,0,0,0
2660,Apartment,248000€,90 m²,As new,2,2,Hyper equipped,0,0,0
1000,Apartment,385000€,119 m²,Not specified,3,2,Hyper equipped,0,0,0
2170,Apartment,169900€,70 m²,Good,2,2,Not specified,0,0,0
1780,Apartment,495000€,120 m²,Good,3,4,Not specified,0,0,0
2060,Apartment,425000€,142 m²,Good,4,2,Installed,0,0,0
2270,Apartment,335490€,107 m²,Not specified,2,4,Not specified,0,0,0
2270,Apartment,319714€,101 m²,Not specified,2,4,Not specified,0,0,0
2270,Apartment,376368€,102 m²,Not specified,2,4,Not specified,0,0,0
1180,Apartment,400000€,156 m²,To be done up,3,2,Not specified,0,0,0
1030,Apartment,360000€,110 m²,Not specified,2,2,Installed,0,0,0
1030,Apartment,205000€,71 m²,Not specified,1,2,Installed,0,0,0
0202,Apartment,158000€,74 m²,Not specified,1,3,Installed,0,0,0
1982,Apartment,225000€,80 m²,Good,2,2,Installed,0,0,0
8000,Apartment,209000€,78 m²,Good,2,2,Installed,0,0,0
2530,Apartment,265000€,90 m²,Good,3,2,Installed,0,0,0
1853,Apartment,225000€,64 m²,As new,1,2,Installed,0,0,0
4020,Apartment,115000€,Not specified,To be done up,2,2,Installed,0,0,0
4520,Apartment,157500€,65 m²,Not specified,2,3,Installed,0,0,0
1030,Apartment,245000€,79 m²,Good,2,2,Installed,0,0,0
2110,Apartment,210000€,65 m²,Good,1,3,Installed,0,0,0
1800,Apartment,182000€,60 m²,Good,1,3,USA installed,0,0,0
7090,Apartment,225000€,98 m²,As new,2,2,Installed,0,0,0
8400,Apartment,175000€,65 m²,Not specified,1,2,Installed,0,0,0
1020,Apartment,209000€,92 m²,Not specified,2,2,Installed,0,1,0
2160,Apartment,249000€,138 m²,Good,3,3,Hyper equipped,0,0,0
4000,Apartment,270000€,117 m²,To renovate,3,2,Semi equipped,0,0,0
8800,Apartment,115000€,80 m²,Good,2,2,Not specified,0,0,0
1030,Apartment,245000€,90 m²,Not specified,2,2,Hyper equipped,0,1,0
Not specified,Apartment,215000€,70 m²,Not specified,2,2,Hyper equipped,0,0,0
Not specified,Apartment,375000€,115 m²,Good,3,3,Semi equipped,0,0,0
8450,Apartment,199500€,73 m²,Not specified,2,2,Installed,0,0,0
9300,Apartment,275000€,90 m²,Good,2,2,Hyper equipped,0,0,0
8450,Apartment,225000€,90 m²,Good,2,2,Installed,0,0,0
8300,Apartment,2495000€,278 m²,Good,4,3,Installed,0,0,0
9850,Apartment,215000€,Not specified,Good,2,2,Not specified,0,0,0
9700,Apartment,318000€,130 m²,As new,2,4,Not specified,0,0,0
8660,Apartment,78000€,30 m²,Good,1,2,Installed,0,0,0
8720,Apartment,179000€,105 m²,Good,2,2,Not specified,0,0,0
2140,Apartment,219500€,105 m²,Just renovated,3,2,Hyper equipped,0,0,0
8400,Apartment,125000€,89 m²,To be done up,2,2,Installed,0,1,0
3680,Apartment,189500€,Not specified,Not specified,2,2,Installed,0,0,0
8300,Apartment,1350000€,83 m²,Not specified,2,3,Installed,0,0,0
8400,Apartment,117000€,54 m²,Good,1,2,Installed,0,0,0
8300,Apartment,310000€,48 m²,Good,1,2,Installed,0,0,0
8370,Apartment,139000€,60 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,239000€,85 m²,Good,2,4,USA hyper equipped,0,0,0
Not specified,Apartment,239000€,85 m²,Good,2,4,USA hyper equipped,0,0,0
1200,Apartment,380000€,108 m²,Not specified,2,2,Hyper equipped,0,0,0
2150,Apartment,199000€,81 m²,Good,2,2,Hyper equipped,0,0,0
9050,Apartment,225000€,Not specified,Good,2,2,Not specified,0,0,0
2970,Apartment,499500€,125 m²,Not specified,2,4,Not specified,0,0,0
6220,Apartment,155000€,80 m²,Good,2,4,Installed,0,0,0
Not specified,Apartment,159000€,75 m²,Good,2,4,Hyper equipped,0,0,0
Not specified,Apartment,585000€,100 m²,As new,1,2,USA hyper equipped,0,0,0
8530,Apartment,145000€,70 m²,Good,2,2,Installed,0,0,0
2140,Apartment,187000€,75 m²,Good,1,1,Installed,0,0,0
8400,Apartment,185000€,95 m²,To renovate,2,2,Installed,0,0,0
1081,Apartment,385000€,95 m²,Just renovated,2,2,Hyper equipped,0,0,0
8670,Apartment,259000€,94 m²,Good,2,2,Not specified,0,0,0
8400,Apartment,175000€,99 m²,Good,2,2,Not specified,0,0,0
9400,Apartment,195000€,73 m²,Good,2,3,Installed,0,0,0
Not specified,Apartment,320000€,95 m²,To be done up,2,2,USA hyper equipped,0,0,0
1180,Apartment,699000€,182 m²,Just renovated,4,3,Hyper equipped,0,1,0
9890,Apartment,375000€,255 m²,Good,3,2,Semi equipped,0,0,0
4000,Apartment,360000€,221 m²,As new,3,2,Semi equipped,0,0,0
7130,Apartment,110000€,120 m²,As new,2,1,Installed,0,0,0
1210,Apartment,250000€,80 m²,Not specified,2,2,USA semi equipped,0,0,0
Not specified,Apartment,269000€,75 m²,Not specified,2,3,Installed,0,0,0
Not specified,Apartment,180000€,95 m²,Good,2,2,Not specified,0,0,0
Not specified,Apartment,150000€,68 m²,Just renovated,1,4,USA installed,0,0,0
9050,Apartment,292000€,105 m²,Just renovated,2,2,Installed,0,0,0
0111,Apartment,95000€,70 m²,Just renovated,2,2,Installed,0,0,0
6600,Apartment,197000€,82 m²,As new,2,1,Installed,0,0,0
6600,Apartment,177000€,71 m²,Not specified,1,1,Installed,0,0,0
Not specified,Apartment,289000€,110 m²,Good,3,2,USA installed,0,0,0
8500,Apartment,475000€,110 m²,As new,3,2,Hyper equipped,0,0,0
8500,Apartment,195000€,57 m²,As new,1,2,Hyper equipped,0,0,0
3970,Apartment,198000€,108 m²,Not specified,2,4,Hyper equipped,0,0,0
1000,Apartment,1190000€,227 m²,As new,3,2,Installed,0,0,0
8300,Apartment,750000€,90 m²,Good,2,2,USA hyper equipped,0,0,0
Not specified,Apartment,219000€,110 m²,Good,3,2,Installed,0,0,0
Not specified,Apartment,159000€,75 m²,To be done up,2,2,Semi equipped,0,0,0
Not specified,Apartment,180000€,65 m²,Good,2,2,Installed,0,0,0
9000,Apartment,275000€,68 m²,As new,1,3,Hyper equipped,0,0,0
9000,Apartment,349800€,80 m²,As new,2,3,Hyper equipped,0,0,0
Not specified,Apartment,259000€,290 m²,Good,4,3,Hyper equipped,0,0,0
2850,Apartment,199000€,75 m²,Good,2,2,USA hyper equipped,0,0,0
2000,Apartment,2795000€,350 m²,As new,5,4,Installed,0,0,0
2610,Apartment,159000€,80 m²,Good,2,2,USA installed,0,0,0
Not specified,Apartment,200000€,91 m²,As new,2,2,Installed,0,0,0
Not specified,Apartment,1850000€,Not specified,As new,3,2,Not specified,0,0,0
3700,Apartment,420000€,168 m²,Good,3,3,Installed,0,0,0
Not specified,Apartment,250000€,83 m²,Good,2,4,Installed,0,0,0
2610,Apartment,198000€,100 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,435000€,145 m²,Good,3,2,Installed,0,0,0
Not specified,Apartment,345000€,115 m²,Good,2,3,Installed,0,0,0
1000,Apartment,295000€,88 m²,Not specified,2,2,Not specified,0,0,0
8300,Apartment,2495000€,278 m²,As new,3,3,Hyper equipped,0,0,0
8300,Apartment,849000€,98 m²,As new,2,2,Hyper equipped,0,0,0
2000,Apartment,850000€,350 m²,Not specified,4,2,Not specified,0,0,0
3900,Apartment,299900€,100 m²,Good,2,2,Not specified,0,0,0
1785,Apartment,295000€,110 m²,Not specified,2,2,Not specified,0,0,0
1785,Apartment,295000€,116 m²,Not specified,2,3,Not specified,0,0,0
2440,Apartment,180000€,101 m²,Good,2,3,Not specified,0,0,0
2440,Apartment,299000€,140 m²,Good,3,4,Hyper equipped,0,0,0
1180,Apartment,275000€,75 m²,To be done up,Not specified,2,Not specified,0,0,0
8000,Apartment,625000€,184 m²,As new,2,2,Hyper equipped,0,0,0
6000,Apartment,129000€,85 m²,Just renovated,2,3,Semi equipped,0,0,0
5000,Apartment,179000€,60 m²,Good,2,2,Semi equipped,0,0,0
1140,Apartment,297000€,113 m²,Good,2,2,Installed,0,0,0
9000,Apartment,299000€,82 m²,Good,2,2,Installed,0,0,0
9070,Apartment,499000€,175 m²,Good,2,2,Installed,0,0,0
2100,Apartment,149500€,91 m²,Good,3,2,Installed,0,0,0
8620,Apartment,365000€,75 m²,As new,2,4,Installed,0,0,0
Not specified,Apartment,260000€,60 m²,Good,1,2,USA semi equipped,0,0,0
3500,Apartment,398000€,171 m²,Good,3,2,Installed,0,0,0
8370,Apartment,335000€,115 m²,Good,3,2,Installed,0,0,0
8301,Apartment,140000€,36 m²,Not specified,Not specified,2,Not specified,0,0,0
2140,Apartment,325000€,128 m²,As new,2,2,Installed,0,0,0
2060,Apartment,349000€,160 m²,Good,2,2,Semi equipped,0,0,0
2018,Apartment,399000€,155 m²,Good,3,2,Installed,0,0,0
9400,Apartment,207500€,75 m²,Good,2,2,Not specified,0,0,0
8400,Apartment,168000€,75 m²,Good,2,2,Installed,0,0,0
9000,Apartment,435000€,105 m²,Not specified,2,2,Not specified,0,0,0
8430,Apartment,189000€,48 m²,Good,1,2,Not specified,0,0,0
8670,Apartment,115000€,Not specified,Good,Not specified,2,Installed,0,0,0
8400,Apartment,169000€,104 m²,To be done up,2,2,Installed,0,0,0
2018,Apartment,350000€,140 m²,Good,2,2,Not specified,0,0,0
3300,Apartment,250000€,87 m²,To be done up,2,2,Installed,0,0,0
Not specified,Apartment,199000€,95 m²,To renovate,2,2,Not specified,0,0,0
8380,Apartment,489000€,165 m²,As new,3,2,Installed,0,0,0
4600,Apartment,270000€,142 m²,Not specified,2,4,Installed,0,0,0
4680,Apartment,218000€,90 m²,Not specified,2,2,Installed,0,0,0
Not specified,Apartment,105000€,51 m²,Not specified,1,4,Installed,0,0,0
Not specified,Apartment,169000€,105 m²,Not specified,2,4,Installed,0,0,0
8000,Apartment,495000€,106 m²,As new,3,4,Hyper equipped,0,0,0
8000,Apartment,275000€,70 m²,As new,1,4,Hyper equipped,0,0,0
8000,Apartment,465000€,98 m²,As new,2,4,Hyper equipped,0,0,0
Not specified,Apartment,179000€,82 m²,Not specified,2,2,Installed,0,0,0
1190,Apartment,182000€,103 m²,Good,3,2,Not specified,0,0,0
Not specified,Apartment,480000€,100 m²,Not specified,2,2,Installed,0,0,0
Not specified,Apartment,125000€,75 m²,To be done up,2,2,Semi equipped,0,0,0
Not specified,Apartment,210000€,110 m²,Good,2,2,Semi equipped,0,1,0
Not specified,Apartment,140000€,100 m²,Good,3,2,Not specified,0,0,0
2060,Apartment,335000€,131 m²,Not specified,3,2,Not specified,0,0,0
Not specified,Apartment,170000€,81 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,349000€,95 m²,As new,2,2,Not specified,0,0,0
Not specified,Apartment,310000€,93 m²,Just renovated,2,2,Installed,0,1,0
8300,Apartment,3050000€,216 m²,As new,4,4,USA hyper equipped,0,1,0
9600,Apartment,128000€,75 m²,Not specified,2,2,Not specified,0,0,0
9600,Apartment,128000€,75 m²,Not specified,2,2,Not specified,0,0,0
8020,Apartment,258000€,95 m²,As new,2,3,Installed,0,0,0
4000,Apartment,239000€,153 m²,As new,3,2,Not specified,0,0,0
4000,Apartment,159000€,97 m²,As new,2,2,Not specified,0,0,0
Not specified,Apartment,239000€,98 m²,To restore,2,2,Semi equipped,0,0,0
2950,Apartment,695000€,265 m²,Good,4,4,Hyper equipped,0,0,0
2020,Apartment,125000€,65 m²,Good,2,2,Not specified,0,0,0
3300,Apartment,189000€,75 m²,Good,1,2,Installed,0,0,0
7370,Apartment,120000€,90 m²,Good,2,2,USA installed,0,0,0
8400,Apartment,119000€,60 m²,Good,2,2,Installed,0,0,0
8400,Apartment,498000€,125 m²,As new,3,2,Installed,0,0,0
9100,Apartment,449000€,190 m²,As new,2,2,Installed,0,0,0
8670,Apartment,225000€,75 m²,Good,2,2,Installed,0,0,0
8620,Apartment,210000€,65 m²,Just renovated,2,2,Semi equipped,0,0,0
2830,Apartment,164483€,84 m²,Good,1,2,Not specified,0,0,0
9100,Apartment,299500€,170 m²,As new,3,3,Installed,0,0,0
0101,Apartment,Reserve price : 185000€,Not specified,Not specified,2,2,Not specified,0,0,0
9400,Apartment,193000€,86 m²,Good,2,2,Installed,0,0,0
2900,Apartment,384450€,116 m²,As new,3,4,Installed,0,0,0
2900,Apartment,399900€,122 m²,As new,3,4,Installed,0,0,0
2900,Apartment,299000€,93 m²,As new,2,4,Installed,0,0,0
8430,Apartment,395000€,140 m²,As new,3,2,Installed,0,0,0
Not specified,Apartment,140000€,96 m²,Not specified,3,2,Installed,0,0,0
2600,Apartment,146000€,58 m²,Good,1,1,Installed,0,0,0
1180,Apartment,295000€,65 m²,As new,1,2,Hyper equipped,0,0,0
2950,Apartment,219000€,85 m²,Good,2,2,Installed,0,0,0
3000,Apartment,465000€,105 m²,As new,2,2,Installed,0,0,0
4300,Apartment,149000€,80 m²,Not specified,1,3,Semi equipped,0,0,0
8800,Apartment,220000€,112 m²,Not specified,2,2,Not specified,0,0,0
2018,Apartment,275000€,51 m²,Good,1,2,Not specified,0,0,0
2100,Apartment,249900€,150 m²,Good,2,2,USA hyper equipped,0,0,0
Not specified,Apartment,119000€,60 m²,Good,1,2,Semi equipped,0,0,0
2370,Apartment,367000€,173 m²,Not specified,3,2,Not specified,0,0,0
Not specified,Apartment,225000€,62 m²,Not specified,1,4,Hyper equipped,0,0,0
Not specified,Apartment,369000€,140 m²,As new,3,3,Hyper equipped,0,0,0
Not specified,Apartment,423100€,86 m²,Not specified,2,2,USA hyper equipped,0,0,0
Not specified,Apartment,660000€,185 m²,Good,2,2,Hyper equipped,0,0,0
Not specified,Apartment,660000€,185 m²,Good,2,2,Hyper equipped,0,0,0
1030,Apartment,355000€,135 m²,Just renovated,4,4,Not specified,0,0,0
4130,Apartment,380000€,95 m²,As new,2,2,Hyper equipped,0,0,0
2018,Apartment,595000€,204 m²,Not specified,2,2,Hyper equipped,0,0,0
2660,Apartment,140000€,90 m²,Not specified,2,2,Installed,0,0,0
Not specified,Apartment,540000€,121 m²,As new,3,2,Installed,0,0,0
1160,Apartment,655000€,140 m²,Not specified,3,2,Hyper equipped,0,0,0
1160,Apartment,647000€,140 m²,Not specified,3,2,Hyper equipped,0,0,0
1000,Apartment,334200€,107 m²,As new,3,4,USA hyper equipped,0,0,0
1000,Apartment,620200€,213 m²,As new,6,4,USA hyper equipped,0,0,0
1000,Apartment,469400€,161 m²,As new,4,4,USA hyper equipped,0,0,0
1000,Apartment,275100€,94 m²,As new,2,4,USA hyper equipped,0,0,0
4020,Apartment,109900€,115 m²,Good,3,2,Not specified,0,0,0
3960,Apartment,250433€,152 m²,As new,3,2,Not specified,0,0,0
3580,Apartment,140000€,62 m²,Good,2,3,Not specified,0,0,0
3570,Apartment,210000€,97 m²,Good,2,3,Not specified,0,0,0
0601,Apartment,175000€,50 m²,Good,1,2,Installed,0,0,0
2800,Apartment,274900€,92 m²,Good,2,2,Not specified,0,0,0
0114,Apartment,240500€,54 m²,Not specified,1,2,Installed,0,0,0
8000,Apartment,240500€,54 m²,Not specified,1,2,Not specified,0,0,0
3500,Apartment,249000€,90 m²,Good,2,2,Installed,0,0,0
2220,Apartment,245000€,95 m²,Not specified,2,3,Installed,0,0,0
9400,Apartment,185000€,82 m²,Not specified,1,3,Installed,0,0,0
9400,Apartment,255000€,91 m²,Not specified,2,3,Installed,0,0,0
9400,Apartment,215000€,84 m²,Not specified,2,3,Installed,0,0,0
Not specified,Apartment,239000€,97 m²,Just renovated,2,2,Hyper equipped,0,0,0
3970,Apartment,475000€,Not specified,To be done up,4,3,Installed,0,0,0
8300,Apartment,295000€,55 m²,Good,1,2,Installed,0,0,0
0002,Apartment,299000€,67 m²,Good,2,2,Installed,0,0,0
8450,Apartment,219000€,93 m²,Good,2,2,Installed,0,0,0
8500,Apartment,135000€,94 m²,To be done up,2,2,Semi equipped,0,0,0
8620,Apartment,895000€,141 m²,As new,3,4,Installed,0,0,0
1500,Apartment,256000€,102 m²,Good,2,2,Installed,0,0,0
2100,Apartment,259500€,120 m²,Good,3,3,Installed,0,0,0
Not specified,Apartment,132000€,58 m²,Just renovated,1,2,Installed,0,0,0
Not specified,Apartment,204000€,82 m²,As new,2,2,Not specified,0,0,0
8480,Apartment,259000€,98 m²,Not specified,2,2,Installed,0,0,0
8200,Apartment,395000€,104 m²,Good,2,2,Installed,0,0,0
8450,Apartment,299000€,75 m²,Good,1,2,Installed,0,0,0
2100,Apartment,129000€,70 m²,To be done up,1,2,Installed,0,0,0
8300,Apartment,1350000€,83 m²,As new,2,3,Installed,0,0,0
8300,Apartment,430000€,66 m²,Good,1,2,Not specified,0,0,0
1785,Apartment,245000€,90 m²,As new,2,2,Not specified,0,0,0
2000,Apartment,450000€,92 m²,As new,1,2,Not specified,0,0,0
2000,Apartment,425000€,110 m²,Not specified,2,2,Not specified,0,0,0
2500,Apartment,315000€,139 m²,As new,3,2,Installed,0,0,0
2900,Apartment,1375000€,238 m²,Good,3,2,Not specified,0,0,0
8430,Apartment,210000€,Not specified,Good,1,2,Not specified,0,0,0
8670,Apartment,295000€,53 m²,As new,1,2,Not specified,0,0,0
2018,Apartment,240000€,128 m²,To be done up,3,2,Semi equipped,0,0,0
8670,Apartment,245000€,69 m²,As new,1,2,Installed,0,0,0
1474,Apartment,199000€,80 m²,Good,1,4,Hyper equipped,0,0,0
8660,Apartment,199000€,81 m²,To be done up,2,3,Installed,0,0,0
4000,Apartment,180000€,100 m²,Good,2,1,Installed,0,0,0
2610,Apartment,390000€,160 m²,Just renovated,3,2,Installed,0,0,0
2100,Apartment,170000€,78 m²,Good,2,2,Installed,0,0,0
2018,Apartment,1150000€,213 m²,Not specified,3,4,Not specified,0,0,0
8970,Apartment,190000€,69 m²,As new,1,4,Not specified,0,0,0
8970,Apartment,205000€,66 m²,As new,1,4,Not specified,0,0,0
8970,Apartment,235000€,89 m²,As new,2,4,Not specified,0,0,0
8400,Apartment,185000€,75 m²,As new,1,2,Installed,0,0,0
Not specified,Apartment,195000€,70 m²,Good,2,2,Not specified,0,0,0
1700,Apartment,289000€,105 m²,As new,2,3,Hyper equipped,0,1,0
5000,Apartment,159000€,54 m²,Good,1,2,USA semi equipped,0,0,0
Not specified,Apartment,109000€,Not specified,Not specified,1,4,Not specified,0,0,0
Not specified,Apartment,219000€,97 m²,Not specified,3,4,Installed,0,0,0
4020,Apartment,180000€,97 m²,Good,2,2,Installed,0,0,0
2170,Apartment,255000€,115 m²,Good,3,1,Installed,0,0,0
Not specified,Apartment,183000€,80 m²,Good,2,2,Installed,0,0,0
8430,Apartment,235000€,75 m²,As new,2,2,Installed,0,0,0
8400,Apartment,210000€,85 m²,Good,2,2,Installed,0,0,0
0201,Apartment,575000€,178 m²,As new,2,2,Installed,0,0,0
0201,Apartment,575000€,178 m²,As new,2,2,Installed,0,0,0
8000,Apartment,385000€,100 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,385000€,100 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,355000€,86 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,380000€,98 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,370000€,95 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,245000€,68 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,285000€,86 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,200000€,54 m²,As new,1,4,Hyper equipped,0,0,0
8000,Apartment,260000€,80 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,250000€,74 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,250000€,75 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,205000€,59 m²,As new,1,4,Hyper equipped,0,0,0
8000,Apartment,270000€,86 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,190000€,54 m²,As new,1,4,Hyper equipped,0,0,0
8000,Apartment,250000€,80 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,240000€,74 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,195000€,59 m²,As new,1,4,Hyper equipped,0,0,0
8000,Apartment,180000€,55 m²,As new,1,4,Hyper equipped,0,0,0
8000,Apartment,220000€,81 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,220000€,80 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,220000€,80 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,260000€,93 m²,As new,2,4,Hyper equipped,0,0,0
8000,Apartment,220000€,78 m²,As new,2,4,Hyper equipped,0,0,0
2000,Apartment,265000€,85 m²,Good,2,4,Installed,0,0,0
3220,Apartment,159000€,60 m²,Good,2,1,Semi equipped,0,0,0
Not specified,Apartment,124000€,49 m²,Not specified,1,2,Not specified,0,0,0
1160,Apartment,625000€,166 m²,As new,3,4,USA hyper equipped,0,0,0
2100,Apartment,800000€,80 m²,As new,2,2,Not specified,0,0,0
1150,Apartment,1170000€,308 m²,As new,4,2,Hyper equipped,0,0,0
Not specified,Apartment,625000€,135 m²,As new,2,2,Hyper equipped,0,0,0
9052,Apartment,299000€,93 m²,As new,2,4,Installed,0,0,0
9052,Apartment,299000€,93 m²,As new,2,4,Installed,0,0,0
0103,Apartment,375000€,100 m²,As new,2,2,Installed,0,0,0
1020,Apartment,220000€,88 m²,Not specified,2,2,Not specified,0,0,0
9451,Apartment,269000€,125 m²,As new,2,2,Hyper equipped,0,0,0
Not specified,Apartment,1320000€,200 m²,As new,3,4,USA hyper equipped,0,0,0
Not specified,Apartment,219000€,85 m²,Not specified,2,3,Installed,0,0,0
Not specified,Apartment,199000€,90 m²,Good,2,2,Installed,0,0,0
7000,Apartment,175000€,94 m²,As new,2,4,Hyper equipped,0,0,0
9060,Apartment,153000€,79 m²,Good,2,2,Installed,0,0,0
1180,Apartment,279000€,100 m²,Good,2,2,Not installed,0,0,0
Not specified,Apartment,199500€,40 m²,Good,1,4,Installed,0,0,0
Not specified,Apartment,235000€,60 m²,Not specified,Not specified,2,Installed,0,0,0
4500,Apartment,169500€,105 m²,Good,1,2,Installed,0,0,0
1180,Apartment,210000€,60 m²,Good,1,2,Not installed,0,0,0
Not specified,Apartment,289000€,112 m²,Just renovated,2,4,Not installed,0,0,0
2600,Apartment,249500€,75 m²,Not specified,1,2,Installed,0,0,0
Not specified,Apartment,470000€,135 m²,Not specified,3,3,Installed,0,0,0
Not specified,Apartment,399000€,300 m²,Good,2,2,Installed,0,0,0
8730,Apartment,425000€,250 m²,Good,3,2,Not specified,0,0,0
9050,Apartment,225000€,Not specified,Good,2,2,Not specified,0,0,0
8400,Apartment,255000€,104 m²,Good,2,2,Installed,0,0,0
8400,Apartment,445000€,110 m²,As new,3,2,Installed,0,0,0
8370,Apartment,139000€,51 m²,Not specified,1,2,Not specified,0,0,0
8450,Apartment,299950€,133 m²,Good,2,2,Installed,0,0,0
0201,Apartment,229500€,90 m²,As new,2,2,Installed,0,0,0
1000,Apartment,317000€,92 m²,As new,Not specified,4,USA hyper equipped,0,0,0
1000,Apartment,311000€,104 m²,As new,2,4,Hyper equipped,0,0,0
1000,Apartment,337000€,100 m²,As new,2,4,Not specified,0,0,0
